user_id,model_id,precision_at_k,recall_at_k,ndcg_at_k,hit_at_k
1535,C0_svd64,0.0,0.0,0.0,0.0
1634,C0_svd64,0.0,0.0,0.0,0.0
1891,C0_svd64,0.0,0.0,0.0,0.0
2148,C0_svd64,0.0,0.0,0.0,0.0
2310,C0_svd64,0.0,0.0,0.0,0.0
2695,C0_svd64,0.0,0.0,0.0,0.0
2999,C0_svd64,0.0,0.0,0.0,0.0
3205,C0_svd64,0.0,0.0,0.0,0.0
3288,C0_svd64,0.0,0.0,0.0,0.0
4470,C0_svd64,0.0,0.0,0.0,0.0
4500,C0_svd64,0.0,0.0,0.0,0.0
4601,C0_svd64,0.0,0.0,0.0,0.0
4753,C0_svd64,0.0,0.0,0.0,0.0
5815,C0_svd64,0.0,0.0,0.0,0.0
6258,C0_svd64,0.0,0.0,0.0,0.0
6406,C0_svd64,0.0,0.0,0.0,0.0
6512,C0_svd64,0.0,0.0,0.0,0.0
6550,C0_svd64,0.0,0.0,0.0,0.0
6836,C0_svd64,0.0,0.0,0.0,0.0
6897,C0_svd64,0.0,0.0,0.0,0.0
7093,C0_svd64,0.0,0.0,0.0,0.0
7108,C0_svd64,0.0,0.0,0.0,0.0
7308,C0_svd64,0.0,0.0,0.0,0.0
7422,C0_svd64,0.0,0.0,0.0,0.0
7456,C0_svd64,0.0,0.0,0.0,0.0
7676,C0_svd64,0.0,0.0,0.0,0.0
7798,C0_svd64,0.0,0.0,0.0,0.0
7802,C0_svd64,0.0,0.0,0.0,0.0
8000,C0_svd64,0.0,0.0,0.0,0.0
8005,C0_svd64,0.0,0.0,0.0,0.0
8239,C0_svd64,0.0,0.0,0.0,0.0
8342,C0_svd64,0.0,0.0,0.0,0.0
8377,C0_svd64,0.0,0.0,0.0,0.0
8396,C0_svd64,0.0,0.0,0.0,0.0
8526,C0_svd64,0.0,0.0,0.0,0.0
8580,C0_svd64,0.0,0.0,0.0,0.0
8606,C0_svd64,0.0,0.0,0.0,0.0
8639,C0_svd64,0.0,0.0,0.0,0.0
8688,C0_svd64,0.0,0.0,0.0,0.0
9237,C0_svd64,0.0,0.0,0.0,0.0
9328,C0_svd64,0.0,0.0,0.0,0.0
9333,C0_svd64,0.0,0.0,0.0,0.0
9448,C0_svd64,0.0,0.0,0.0,0.0
9579,C0_svd64,0.0,0.0,0.0,0.0
9580,C0_svd64,0.0,0.0,0.0,0.0
9590,C0_svd64,0.0,0.0,0.0,0.0
9670,C0_svd64,0.0,0.0,0.0,0.0
9748,C0_svd64,0.0,0.0,0.0,0.0
10002,C0_svd64,0.0,0.0,0.0,0.0
10033,C0_svd64,0.0,0.0,0.0,0.0
10113,C0_svd64,0.0,0.0,0.0,0.0
10320,C0_svd64,0.0,0.0,0.0,0.0
10649,C0_svd64,0.0,0.0,0.0,0.0
10934,C0_svd64,0.0,0.0,0.0,0.0
10951,C0_svd64,0.0,0.0,0.0,0.0
10997,C0_svd64,0.0,0.0,0.0,0.0
11009,C0_svd64,0.0,0.0,0.0,0.0
11044,C0_svd64,0.0,0.0,0.0,0.0
11295,C0_svd64,0.0,0.0,0.0,0.0
11297,C0_svd64,0.0,0.0,0.0,0.0
11543,C0_svd64,0.0,0.0,0.0,0.0
11811,C0_svd64,0.0,0.0,0.0,0.0
11989,C0_svd64,0.0,0.0,0.0,0.0
12118,C0_svd64,0.0,0.0,0.0,0.0
12129,C0_svd64,0.0,0.0,0.0,0.0
12166,C0_svd64,0.0,0.0,0.0,0.0
12330,C0_svd64,0.0,0.0,0.0,0.0
12481,C0_svd64,0.0,0.0,0.0,0.0
12619,C0_svd64,0.0,0.0,0.0,0.0
12875,C0_svd64,0.0,0.0,0.0,0.0
13011,C0_svd64,0.0,0.0,0.0,0.0
13301,C0_svd64,0.0,0.0,0.0,0.0
13483,C0_svd64,0.0,0.0,0.0,0.0
13593,C0_svd64,0.0,0.0,0.0,0.0
13625,C0_svd64,0.0,0.0,0.0,0.0
13736,C0_svd64,0.0,0.0,0.0,0.0
13933,C0_svd64,0.0,0.0,0.0,0.0
14015,C0_svd64,0.0,0.0,0.0,0.0
14112,C0_svd64,0.0,0.0,0.0,0.0
14410,C0_svd64,0.0,0.0,0.0,0.0
14433,C0_svd64,0.0,0.0,0.0,0.0
14664,C0_svd64,0.0,0.0,0.0,0.0
14804,C0_svd64,0.0,0.0,0.0,0.0
14986,C0_svd64,0.0,0.0,0.0,0.0
15077,C0_svd64,0.0,0.0,0.0,0.0
15205,C0_svd64,0.0,0.0,0.0,0.0
15239,C0_svd64,0.0,0.0,0.0,0.0
15271,C0_svd64,0.0,0.0,0.0,0.0
15381,C0_svd64,0.0,0.0,0.0,0.0
15385,C0_svd64,0.0,0.0,0.0,0.0
15502,C0_svd64,0.0,0.0,0.0,0.0
15572,C0_svd64,0.0,0.0,0.0,0.0
15609,C0_svd64,0.0,0.0,0.0,0.0
15647,C0_svd64,0.0,0.0,0.0,0.0
15694,C0_svd64,0.0,0.0,0.0,0.0
15712,C0_svd64,0.0,0.0,0.0,0.0
15718,C0_svd64,0.0,0.0,0.0,0.0
15740,C0_svd64,0.0,0.0,0.0,0.0
15851,C0_svd64,0.0,0.0,0.0,0.0
15913,C0_svd64,0.0,0.0,0.0,0.0
16171,C0_svd64,0.0,0.0,0.0,0.0
16408,C0_svd64,0.0,0.0,0.0,0.0
16510,C0_svd64,0.0,0.0,0.0,0.0
16581,C0_svd64,0.0,0.0,0.0,0.0
16667,C0_svd64,0.0,0.0,0.0,0.0
16777,C0_svd64,0.0,0.0,0.0,0.0
16827,C0_svd64,0.0,0.0,0.0,0.0
17206,C0_svd64,0.0,0.0,0.0,0.0
17608,C0_svd64,0.0,0.0,0.0,0.0
17803,C0_svd64,0.0,0.0,0.0,0.0
17984,C0_svd64,0.0,0.0,0.0,0.0
18039,C0_svd64,0.0,0.0,0.0,0.0
18108,C0_svd64,0.0,0.0,0.0,0.0
18344,C0_svd64,0.1,1.0,1.0,1.0
18347,C0_svd64,0.0,0.0,0.0,0.0
18391,C0_svd64,0.0,0.0,0.0,0.0
18424,C0_svd64,0.0,0.0,0.0,0.0
18549,C0_svd64,0.0,0.0,0.0,0.0
18551,C0_svd64,0.0,0.0,0.0,0.0
18649,C0_svd64,0.0,0.0,0.0,0.0
18652,C0_svd64,0.0,0.0,0.0,0.0
18660,C0_svd64,0.0,0.0,0.0,0.0
18742,C0_svd64,0.0,0.0,0.0,0.0
18745,C0_svd64,0.0,0.0,0.0,0.0
18765,C0_svd64,0.0,0.0,0.0,0.0
18931,C0_svd64,0.0,0.0,0.0,0.0
19051,C0_svd64,0.0,0.0,0.0,0.0
19129,C0_svd64,0.0,0.0,0.0,0.0
19152,C0_svd64,0.0,0.0,0.0,0.0
19166,C0_svd64,0.0,0.0,0.0,0.0
19185,C0_svd64,0.0,0.0,0.0,0.0
19198,C0_svd64,0.0,0.0,0.0,0.0
19407,C0_svd64,0.0,0.0,0.0,0.0
19540,C0_svd64,0.0,0.0,0.0,0.0
19584,C0_svd64,0.0,0.0,0.0,0.0
19803,C0_svd64,0.0,0.0,0.0,0.0
19832,C0_svd64,0.0,0.0,0.0,0.0
20064,C0_svd64,0.0,0.0,0.0,0.0
20114,C0_svd64,0.0,0.0,0.0,0.0
20160,C0_svd64,0.0,0.0,0.0,0.0
20187,C0_svd64,0.0,0.0,0.0,0.0
20214,C0_svd64,0.0,0.0,0.0,0.0
20238,C0_svd64,0.0,0.0,0.0,0.0
20288,C0_svd64,0.0,0.0,0.0,0.0
20327,C0_svd64,0.0,0.0,0.0,0.0
20341,C0_svd64,0.0,0.0,0.0,0.0
20371,C0_svd64,0.0,0.0,0.0,0.0
20375,C0_svd64,0.0,0.0,0.0,0.0
20395,C0_svd64,0.0,0.0,0.0,0.0
20480,C0_svd64,0.0,0.0,0.0,0.0
20591,C0_svd64,0.0,0.0,0.0,0.0
20754,C0_svd64,0.0,0.0,0.0,0.0
20855,C0_svd64,0.0,0.0,0.0,0.0
20893,C0_svd64,0.0,0.0,0.0,0.0
20929,C0_svd64,0.0,0.0,0.0,0.0
21063,C0_svd64,0.0,0.0,0.0,0.0
21121,C0_svd64,0.0,0.0,0.0,0.0
21267,C0_svd64,0.0,0.0,0.0,0.0
21294,C0_svd64,0.0,0.0,0.0,0.0
21297,C0_svd64,0.0,0.0,0.0,0.0
21424,C0_svd64,0.0,0.0,0.0,0.0
21462,C0_svd64,0.0,0.0,0.0,0.0
21487,C0_svd64,0.0,0.0,0.0,0.0
21492,C0_svd64,0.0,0.0,0.0,0.0
21523,C0_svd64,0.0,0.0,0.0,0.0
21734,C0_svd64,0.0,0.0,0.0,0.0
21841,C0_svd64,0.0,0.0,0.0,0.0
22164,C0_svd64,0.0,0.0,0.0,0.0
22174,C0_svd64,0.0,0.0,0.0,0.0
22287,C0_svd64,0.0,0.0,0.0,0.0
22316,C0_svd64,0.0,0.0,0.0,0.0
22602,C0_svd64,0.0,0.0,0.0,0.0
22642,C0_svd64,0.0,0.0,0.0,0.0
22655,C0_svd64,0.0,0.0,0.0,0.0
22720,C0_svd64,0.0,0.0,0.0,0.0
22724,C0_svd64,0.0,0.0,0.0,0.0
22788,C0_svd64,0.1,1.0,0.3010299956639812,1.0
22845,C0_svd64,0.0,0.0,0.0,0.0
22868,C0_svd64,0.0,0.0,0.0,0.0
22898,C0_svd64,0.0,0.0,0.0,0.0
22995,C0_svd64,0.0,0.0,0.0,0.0
23119,C0_svd64,0.0,0.0,0.0,0.0
23139,C0_svd64,0.0,0.0,0.0,0.0
23199,C0_svd64,0.0,0.0,0.0,0.0
23302,C0_svd64,0.0,0.0,0.0,0.0
23466,C0_svd64,0.0,0.0,0.0,0.0
23510,C0_svd64,0.0,0.0,0.0,0.0
23575,C0_svd64,0.0,0.0,0.0,0.0
23581,C0_svd64,0.0,0.0,0.0,0.0
23651,C0_svd64,0.0,0.0,0.0,0.0
23728,C0_svd64,0.0,0.0,0.0,0.0
24226,C0_svd64,0.0,0.0,0.0,0.0
24296,C0_svd64,0.0,0.0,0.0,0.0
24323,C0_svd64,0.0,0.0,0.0,0.0
24565,C0_svd64,0.0,0.0,0.0,0.0
24621,C0_svd64,0.0,0.0,0.0,0.0
24677,C0_svd64,0.0,0.0,0.0,0.0
24995,C0_svd64,0.0,0.0,0.0,0.0
25063,C0_svd64,0.0,0.0,0.0,0.0
25177,C0_svd64,0.0,0.0,0.0,0.0
25319,C0_svd64,0.0,0.0,0.0,0.0
25356,C0_svd64,0.0,0.0,0.0,0.0
25438,C0_svd64,0.0,0.0,0.0,0.0
25467,C0_svd64,0.0,0.0,0.0,0.0
25601,C0_svd64,0.0,0.0,0.0,0.0
25788,C0_svd64,0.0,0.0,0.0,0.0
25812,C0_svd64,0.0,0.0,0.0,0.0
25941,C0_svd64,0.0,0.0,0.0,0.0
25996,C0_svd64,0.0,0.0,0.0,0.0
26041,C0_svd64,0.0,0.0,0.0,0.0
26066,C0_svd64,0.0,0.0,0.0,0.0
26075,C0_svd64,0.0,0.0,0.0,0.0
26234,C0_svd64,0.0,0.0,0.0,0.0
26278,C0_svd64,0.0,0.0,0.0,0.0
26313,C0_svd64,0.0,0.0,0.0,0.0
26314,C0_svd64,0.0,0.0,0.0,0.0
26416,C0_svd64,0.0,0.0,0.0,0.0
26451,C0_svd64,0.0,0.0,0.0,0.0
26512,C0_svd64,0.0,0.0,0.0,0.0
26517,C0_svd64,0.0,0.0,0.0,0.0
26535,C0_svd64,0.0,0.0,0.0,0.0
26652,C0_svd64,0.0,0.0,0.0,0.0
26657,C0_svd64,0.0,0.0,0.0,0.0
26663,C0_svd64,0.0,0.0,0.0,0.0
26715,C0_svd64,0.0,0.0,0.0,0.0
26723,C0_svd64,0.0,0.0,0.0,0.0
26942,C0_svd64,0.0,0.0,0.0,0.0
27124,C0_svd64,0.0,0.0,0.0,0.0
27142,C0_svd64,0.0,0.0,0.0,0.0
27301,C0_svd64,0.0,0.0,0.0,0.0
27366,C0_svd64,0.0,0.0,0.0,0.0
27381,C0_svd64,0.0,0.0,0.0,0.0
27395,C0_svd64,0.0,0.0,0.0,0.0
27416,C0_svd64,0.0,0.0,0.0,0.0
27442,C0_svd64,0.0,0.0,0.0,0.0
27443,C0_svd64,0.0,0.0,0.0,0.0
27452,C0_svd64,0.0,0.0,0.0,0.0
27603,C0_svd64,0.0,0.0,0.0,0.0
27629,C0_svd64,0.0,0.0,0.0,0.0
27643,C0_svd64,0.0,0.0,0.0,0.0
27702,C0_svd64,0.0,0.0,0.0,0.0
27707,C0_svd64,0.0,0.0,0.0,0.0
27711,C0_svd64,0.0,0.0,0.0,0.0
27744,C0_svd64,0.0,0.0,0.0,0.0
27756,C0_svd64,0.0,0.0,0.0,0.0
27783,C0_svd64,0.0,0.0,0.0,0.0
27798,C0_svd64,0.0,0.0,0.0,0.0
27843,C0_svd64,0.0,0.0,0.0,0.0
27876,C0_svd64,0.0,0.0,0.0,0.0
27922,C0_svd64,0.0,0.0,0.0,0.0
27961,C0_svd64,0.0,0.0,0.0,0.0
28077,C0_svd64,0.0,0.0,0.0,0.0
28120,C0_svd64,0.1,1.0,0.3562071871080222,1.0
28138,C0_svd64,0.0,0.0,0.0,0.0
28168,C0_svd64,0.0,0.0,0.0,0.0
28170,C0_svd64,0.0,0.0,0.0,0.0
28201,C0_svd64,0.0,0.0,0.0,0.0
28339,C0_svd64,0.0,0.0,0.0,0.0
28345,C0_svd64,0.0,0.0,0.0,0.0
28362,C0_svd64,0.0,0.0,0.0,0.0
28373,C0_svd64,0.0,0.0,0.0,0.0
28397,C0_svd64,0.0,0.0,0.0,0.0
28408,C0_svd64,0.0,0.0,0.0,0.0
28442,C0_svd64,0.0,0.0,0.0,0.0
28533,C0_svd64,0.0,0.0,0.0,0.0
28537,C0_svd64,0.0,0.0,0.0,0.0
28553,C0_svd64,0.0,0.0,0.0,0.0
28603,C0_svd64,0.0,0.0,0.0,0.0
28604,C0_svd64,0.1,1.0,0.3333333333333333,1.0
28649,C0_svd64,0.0,0.0,0.0,0.0
28671,C0_svd64,0.0,0.0,0.0,0.0
28691,C0_svd64,0.0,0.0,0.0,0.0
28839,C0_svd64,0.0,0.0,0.0,0.0
28846,C0_svd64,0.0,0.0,0.0,0.0
29014,C0_svd64,0.0,0.0,0.0,0.0
29063,C0_svd64,0.0,0.0,0.0,0.0
29088,C0_svd64,0.0,0.0,0.0,0.0
29110,C0_svd64,0.0,0.0,0.0,0.0
29152,C0_svd64,0.0,0.0,0.0,0.0
29177,C0_svd64,0.0,0.0,0.0,0.0
29212,C0_svd64,0.0,0.0,0.0,0.0
29244,C0_svd64,0.0,0.0,0.0,0.0
29268,C0_svd64,0.0,0.0,0.0,0.0
29314,C0_svd64,0.0,0.0,0.0,0.0
29358,C0_svd64,0.0,0.0,0.0,0.0
29404,C0_svd64,0.0,0.0,0.0,0.0
29405,C0_svd64,0.0,0.0,0.0,0.0
29418,C0_svd64,0.0,0.0,0.0,0.0
29539,C0_svd64,0.0,0.0,0.0,0.0
29613,C0_svd64,0.0,0.0,0.0,0.0
29667,C0_svd64,0.0,0.0,0.0,0.0
29750,C0_svd64,0.0,0.0,0.0,0.0
29767,C0_svd64,0.0,0.0,0.0,0.0
29794,C0_svd64,0.0,0.0,0.0,0.0
29813,C0_svd64,0.0,0.0,0.0,0.0
29920,C0_svd64,0.0,0.0,0.0,0.0
29956,C0_svd64,0.0,0.0,0.0,0.0
29996,C0_svd64,0.0,0.0,0.0,0.0
30010,C0_svd64,0.0,0.0,0.0,0.0
30067,C0_svd64,0.0,0.0,0.0,0.0
30080,C0_svd64,0.0,0.0,0.0,0.0
30197,C0_svd64,0.0,0.0,0.0,0.0
